,Bang_cap,Nam_kinh_nghiem,Mang_cong_viec,Luong,Luong_cu,Thoi_gian_gan_bo,Nang_luc_work,Xep_loai_bang
7524,Khong bang cap,2,Lap trinh vien,8.4,8,8,A,Khong xep loai
7525,Thac si,4,Lap trinh vien,25.2,24,6,A,kha
7526,Cao dang,22,Ky su R&D,15.75,15,0,B,kha
7527,Khong bang cap,1,BA,11.55,11,1,B,Khong xep loai
7528,Dai hoc,4,Ke toan,12.6,12,1,B,Trung binh
7529,Dai hoc,2,PM,10.5,10,3,C,Xuat sac
7530,Cao dang,4,Ky su R&D,10.5,10,5,C,Trung binh
7531,Dai hoc,0,Lap trinh vien,8.4,8,0,D,Gioi
7532,Cao dang,3,Ke toan,11.55,11,9,B,Gioi
7533,Dai hoc,2,Ky su R&D,19.95,19,4,D,Gioi
7534,Dai hoc,9,Lap trinh vien,10.5,10,0,A,Gioi
7535,Dai hoc,12,Lap trinh vien,46.2,44,2,A,Gioi
7536,Dai hoc,1,Lap trinh vien,24.15,23,1,D,Gioi
7537,Dai hoc,13,Ky su R&D,12.6,12,14,A,kha
7538,Cao dang,0,Tu van ban hang,11.55,11,3,D,Xuat sac
7539,Dai hoc,4,Lap trinh vien,17.85,17,0,C,kha
7540,Dai hoc,12,Lap trinh vien,13.65,13,14,B,Gioi
7541,Thac si,3,PM,30.45,29,1,A,kha
7542,Cao dang,2,Lap trinh vien,10.5,10,4,C,Trung binh
7543,Khong bang cap,6,Tu van ban hang,12.6,12,0,B,Khong xep loai
7544,Dai hoc,0,Lap trinh vien,21,20,4,B,Gioi
7545,Khong bang cap,3,Tu van ban hang,11.025,10.5,4,C,Khong xep loai
7546,Cao dang,11,Ky su R&D,8.4,8,11,D,kha
7547,Cao dang,0,Tu van ban hang,4.2,4,1,D,Xuat sac
7548,Khong bang cap,0,Lap trinh vien,9.45,9,1,A,Khong xep loai
7549,Dai hoc,3,Xu ly data,11.55,11,1,B,Xuat sac
7550,Dai hoc,1,Lap trinh vien,12.6,12,2,C,kha
7551,Dai hoc,1,Lap trinh vien,24.15,23,2,B,kha
7552,Cao dang,0,Lap trinh vien,25.2,24,6,D,Xuat sac
7553,Thac si,0,Lap trinh vien,23.1,22,1,A,Trung binh
7554,Cao dang,2,Ky su R&D,4.2,4,3,C,Gioi
7555,Cao dang,15,Ky su R&D,16.8,16,1,C,Xuat sac
7556,Khong bang cap,0,Xu ly data,10.5,10,1,B,Khong xep loai
7557,Khong bang cap,2,Lap trinh vien,21,20,7,B,Khong xep loai
7558,Dai hoc,2,Tu van ban hang,9.45,9,1,C,Xuat sac
7559,Khong bang cap,3,Xu ly data,11.025,10.5,6,A,Khong xep loai
7560,Cao dang,4,Ky su R&D,19.95,19,5,C,Gioi
7561,Cao dang,3,Tu van ban hang,7.35,7,3,A,kha
7562,Cao dang,6,Ke toan,10.5,10,4,A,kha
7563,Dai hoc,6,Lap trinh vien,10.5,10,11,A,Gioi
7564,Cao dang,0,Ky su R&D,18.9,18,1,B,kha
7565,Khong bang cap,1,Ky su R&D,8.4,8,0,C,Khong xep loai
7566,Dai hoc,6,Xu ly data,12.6,12,4,D,Xuat sac
7567,Dai hoc,10,Lap trinh vien,17.85,17,14,C,Gioi
7568,Khong bang cap,4,Ke toan,10.5,10,5,A,Khong xep loai
7569,Dai hoc,2,PM,23.1,22,2,C,Xuat sac
7570,Khong bang cap,1,Lap trinh vien,10.5,10,0,D,Khong xep loai
7571,Cao dang,0,Tu van ban hang,22.05,21,3,C,Gioi
7572,Cao dang,4,Tu van ban hang,7.35,7,2,D,Trung binh
7573,Dai hoc,0,Lap trinh vien,13.65,13,0,D,Gioi
7574,Cao dang,0,Lap trinh vien,15.75,15,1,A,Gioi
7575,Cao dang,4,Tu van ban hang,9.45,9,1,A,kha
7576,Cao dang,3,PM,21,20,9,D,Trung binh
7577,Dai hoc,8,Lap trinh vien,25.2,24,5,A,Gioi
7578,Dai hoc,0,Tu van ban hang,13.65,13,0,D,Gioi
7579,Khong bang cap,12,Ke toan,8.4,8,3,C,Khong xep loai
7580,Khong bang cap,9,Lap trinh vien,4.2,4,7,C,Khong xep loai
7581,Cao dang,0,Lap trinh vien,4.2,4,1,D,Gioi
7582,Khong bang cap,11,Lap trinh vien,6.3,6,12,D,Khong xep loai
7583,Dai hoc,6,BA,10.5,10,10,C,Trung binh
7584,Thac si,3,Ky su R&D,24.15,23,0,A,Xuat sac
7585,Dai hoc,18,Tu van ban hang,6.3,6,12,A,Xuat sac
7586,Dai hoc,0,Lap trinh vien,23.1,22,1,C,Gioi
7587,Cao dang,0,Tu van ban hang,7.35,7,1,C,Gioi
7588,Cao dang,3,Ky su R&D,21,20,3,B,Gioi
7589,Cao dang,4,Ke toan,4.2,4,4,A,Gioi
7590,Khong bang cap,2,Lap trinh vien,16.8,16,7,B,Khong xep loai
7591,Dai hoc,1,Lap trinh vien,7.35,7,0,D,Xuat sac
7592,Cao dang,1,Lap trinh vien,7.875,7.5,4,C,kha
7593,Dai hoc,4,Lap trinh vien,5.25,5,1,C,Trung binh
7594,Khong bang cap,0,Tu van ban hang,11.55,11,1,A,Khong xep loai
7595,Cao dang,3,Lap trinh vien,9.45,9,0,D,Trung binh
7596,Cao dang,1,Lap trinh vien,13.65,13,1,B,Trung binh
7597,Cao dang,22,PM,29.4,28,10,A,Trung binh
7598,Khong bang cap,0,Lap trinh vien,31.5,30,0,A,Khong xep loai
7599,Dai hoc,5,Lap trinh vien,8.4,8,5,A,Trung binh
7600,Khong bang cap,12,Lap trinh vien,7.35,7,9,C,Khong xep loai
7601,Cao dang,19,Lap trinh vien,13.65,13,2,B,Gioi
7602,Thac si,2,BA,24.15,23,1,A,Xuat sac
7603,Dai hoc,1,Ky su R&D,25.2,24,2,D,Trung binh
7604,Cao dang,5,Lap trinh vien,6.3,6,0,D,Xuat sac
7605,Cao dang,0,Lap trinh vien,6.3,6,9,B,kha
7606,Dai hoc,8,Lap trinh vien,22.05,21,7,A,Trung binh
7607,Dai hoc,0,Lap trinh vien,12.6,12,3,D,Xuat sac
7608,Cao dang,2,Lap trinh vien,9.45,9,2,D,kha
7609,Thac si,1,Lap trinh vien,23.625,22.5,3,A,kha
7610,Dai hoc,1,Lap trinh vien,19.95,19,1,B,Gioi
7611,Dai hoc,12,PM,27.3,26,1,D,Gioi
7612,Cao dang,3,BA,11.55,11,11,C,kha
7613,Cao dang,9,Lap trinh vien,14.7,14,14,A,Xuat sac
7614,Khong bang cap,10,Ky su R&D,17.85,17,6,C,Khong xep loai
7615,Khong bang cap,2,Lap trinh vien,12.6,12,1,A,Khong xep loai
7616,Cao dang,6,Ky su R&D,15.75,15,6,C,Trung binh
7617,Dai hoc,23,Ke toan,9.45,9,5,A,Gioi
7618,Cao dang,0,Lap trinh vien,12.6,12,1,B,Gioi
7619,Cao dang,3,Ky su R&D,37.8,36,4,B,Xuat sac
7620,Khong bang cap,0,Ky su R&D,25.2,24,0,D,Khong xep loai
7621,Khong bang cap,1,Lap trinh vien,18.9,18,1,C,Khong xep loai
7622,Khong bang cap,2,BA,13.65,13,1,A,Khong xep loai
7623,Dai hoc,0,Ky su R&D,19.95,19,1,B,kha
7624,Dai hoc,0,BA,22.05,21,1,C,Gioi
7625,Dai hoc,4,Tu van ban hang,9.45,9,9,A,Trung binh
7626,Dai hoc,1,BA,7.35,7,8,B,Trung binh
7627,Dai hoc,1,Lap trinh vien,23.1,22,4,D,Gioi
7628,Dai hoc,3,Ke toan,11.025,10.5,11,A,Trung binh
7629,Cao dang,4,Lap trinh vien,12.6,12,0,D,Trung binh
7630,Khong bang cap,5,Lap trinh vien,12.6,12,2,C,Khong xep loai
7631,Dai hoc,6,Lap trinh vien,11.55,11,1,C,Gioi
7632,Khong bang cap,7,PM,11.55,11,0,B,Khong xep loai
7633,Dai hoc,7,Lap trinh vien,10.5,10,4,D,kha
7634,Khong bang cap,4,Lap trinh vien,4.2,4,8,D,Khong xep loai
7635,Dai hoc,4,BA,13.65,13,5,C,Trung binh
7636,Thac si,0,Tu van ban hang,15.75,15,1,A,Gioi
7637,Cao dang,11,Lap trinh vien,11.55,11,1,A,Xuat sac
7638,Cao dang,0,Lap trinh vien,4.2,4,0,A,Xuat sac
7639,Dai hoc,0,Tu van ban hang,4.2,4,0,D,Xuat sac
7640,Dai hoc,24,PM,5.25,5,0,D,Gioi
7641,Cao dang,0,Lap trinh vien,31.5,30,3,D,kha
7642,Dai hoc,15,Lap trinh vien,6.3,6,11,D,Xuat sac
7643,Cao dang,0,Tester,6.3,6,1,A,Xuat sac
7644,Dai hoc,3,BA,13.65,13,2,D,Trung binh
7645,Dai hoc,8,BA,18.9,18,5,C,Xuat sac
7646,Dai hoc,3,Tu van ban hang,11.55,11,8,C,Trung binh
7647,Dai hoc,0,Lap trinh vien,28.35,27,1,D,Xuat sac
7648,Cao dang,1,PM,8.4,8,0,B,Xuat sac
7649,Cao dang,0,Lap trinh vien,25.2,24,0,A,Trung binh
7650,Dai hoc,1,Xu ly data,12.6,12,4,A,Xuat sac
7651,Cao dang,8,PM,39.375,37.5,8,A,Gioi
7652,Cao dang,2,Lap trinh vien,4.2,4,1,C,kha
7653,Dai hoc,3,BA,8.4,8,0,B,Xuat sac
7654,Cao dang,11,Ky su R&D,4.2,4,8,D,Gioi
7655,Cao dang,0,Lap trinh vien,16.8,16,0,A,Trung binh
7656,Cao dang,7,BA,22.05,21,7,A,kha
7657,Cao dang,0,Tester,5.25,5,0,A,Trung binh
7658,Khong bang cap,2,Lap trinh vien,4.2,4,2,B,Khong xep loai
7659,Cao dang,4,Ky su R&D,13.65,13,5,D,Gioi
7660,Cao dang,0,PM,15.75,15,1,C,kha
7661,Cao dang,3,Lap trinh vien,18.9,18,1,A,Trung binh
7662,Cao dang,3,PM,30.45,29,8,B,kha
7663,Cao dang,2,Lap trinh vien,21,20,1,C,Xuat sac
7664,Khong bang cap,7,Lap trinh vien,21,20,6,B,Khong xep loai
7665,Cao dang,1,BA,12.6,12,1,D,kha
7666,Cao dang,6,Ky su R&D,12.6,12,14,D,Xuat sac
7667,Thac si,0,Ky su R&D,36.225,34.5,1,A,kha
7668,Cao dang,1,BA,23.1,22,4,A,kha
7669,Dai hoc,4,Lap trinh vien,5.25,5,3,A,Gioi
7670,Cao dang,1,Ky su R&D,8.4,8,1,B,kha
7671,Thac si,0,PM,37.8,36,1,A,Gioi
7672,Thac si,2,Lap trinh vien,21,20,0,A,Trung binh
7673,Thac si,1,Lap trinh vien,25.2,24,3,A,Xuat sac
7674,Khong bang cap,13,Lap trinh vien,17.85,17,1,B,Khong xep loai
7675,Dai hoc,0,Lap trinh vien,14.7,14,0,B,Xuat sac
7676,Cao dang,0,Ky su R&D,13.65,13,1,A,kha
7677,Dai hoc,8,Lap trinh vien,7.35,7,7,C,Trung binh
7678,Dai hoc,1,Lap trinh vien,5.25,5,3,B,Xuat sac
7679,Khong bang cap,2,Lap trinh vien,17.85,17,1,A,Khong xep loai
7680,Cao dang,0,Lap trinh vien,25.2,24,0,A,Trung binh
7681,Khong bang cap,11,Lap trinh vien,19.95,19,3,C,Khong xep loai
7682,Cao dang,4,Tester,8.4,8,6,C,Trung binh
7683,Dai hoc,0,Ky su R&D,11.025,10.5,7,D,Xuat sac
7684,Khong bang cap,6,Ke toan,10.5,10,0,A,Khong xep loai
7685,Khong bang cap,2,PM,26.25,25,1,B,Khong xep loai
7686,Thac si,5,Lap trinh vien,17.85,17,2,A,Trung binh
7687,Dai hoc,0,Lap trinh vien,19.95,19,2,B,Trung binh
7688,Dai hoc,2,Lap trinh vien,22.05,21,2,C,kha
7689,Thac si,1,Lap trinh vien,18.9,18,2,A,Xuat sac
7690,Khong bang cap,4,BA,7.35,7,2,C,Khong xep loai
7691,Dai hoc,5,Lap trinh vien,7.35,7,0,A,Gioi
7692,Dai hoc,4,Lap trinh vien,14.7,14,2,D,Trung binh
7693,Dai hoc,0,Lap trinh vien,29.925,28.5,0,C,kha
7694,Dai hoc,2,Ky su R&D,13.65,13,14,D,Gioi
7695,Khong bang cap,6,Lap trinh vien,22.05,21,2,D,Khong xep loai
7696,Cao dang,0,Tu van ban hang,9.45,9,1,C,kha
7697,Dai hoc,5,Lap trinh vien,19.95,19,2,B,Trung binh
7698,Dai hoc,0,Lap trinh vien,26.775,25.5,1,B,kha
7699,Cao dang,3,Lap trinh vien,5.25,5,0,B,kha
7700,Dai hoc,4,Tu van ban hang,11.55,11,4,C,Gioi
7701,Cao dang,2,Ky su R&D,21,20,5,C,kha
7702,Cao dang,4,Lap trinh vien,19.95,19,0,B,kha
7703,Cao dang,1,Ky su R&D,10.5,10,0,B,Gioi
7704,Cao dang,5,BA,6.3,6,6,D,Gioi
7705,Cao dang,3,Tu van ban hang,10.5,10,3,A,Gioi
7706,Cao dang,2,Xu ly data,4.2,4,0,C,Gioi
7707,Khong bang cap,7,Lap trinh vien,15.75,15,0,C,Khong xep loai
7708,Cao dang,5,BA,22.05,21,5,C,Gioi
7709,Khong bang cap,0,Xu ly data,7.35,7,1,A,Khong xep loai
7710,Khong bang cap,6,Lap trinh vien,18.9,18,7,D,Khong xep loai
7711,Cao dang,1,Lap trinh vien,5.25,5,0,A,Trung binh
7712,Khong bang cap,1,BA,18.9,18,0,B,Khong xep loai
7713,Cao dang,9,BA,24.15,23,0,C,Trung binh
7714,Khong bang cap,7,Tester,13.65,13,9,B,Khong xep loai
7715,Dai hoc,1,Lap trinh vien,9.45,9,1,D,Xuat sac
7716,Thac si,4,PM,39.375,37.5,11,A,Gioi
7717,Khong bang cap,4,Lap trinh vien,6.3,6,6,D,Khong xep loai
7718,Dai hoc,4,Lap trinh vien,8.4,8,4,C,Gioi
7719,Dai hoc,1,Lap trinh vien,5.25,5,1,C,Gioi
7720,Khong bang cap,4,Lap trinh vien,14.7,14,11,B,Khong xep loai
7721,Cao dang,3,Tu van ban hang,9.45,9,4,A,kha
7722,Dai hoc,13,Lap trinh vien,12.6,12,1,D,kha
7723,Khong bang cap,1,Lap trinh vien,6.3,6,1,D,Khong xep loai
7724,Khong bang cap,0,Lap trinh vien,25.2,24,1,D,Khong xep loai
7725,Dai hoc,2,Lap trinh vien,13.65,13,2,A,Xuat sac
7726,Khong bang cap,5,Lap trinh vien,25.2,24,5,C,Khong xep loai
7727,Dai hoc,0,Tu van ban hang,5.25,5,1,B,Xuat sac
7728,Cao dang,14,Ky su R&D,14.7,14,6,D,Trung binh
7729,Dai hoc,6,Tu van ban hang,8.4,8,1,B,Gioi
7730,Cao dang,2,Lap trinh vien,7.35,7,0,B,Gioi
7731,Dai hoc,0,Lap trinh vien,11.55,11,2,B,kha
7732,Thac si,1,Ke toan,15.75,15,1,A,Xuat sac
7733,Khong bang cap,6,BA,13.65,13,4,C,Khong xep loai
7734,Dai hoc,8,Lap trinh vien,13.65,13,8,C,Trung binh
7735,Cao dang,2,Lap trinh vien,10.5,10,10,A,kha
7736,Khong bang cap,7,Tu van ban hang,4.2,4,2,B,Khong xep loai
7737,Dai hoc,0,Tester,10.5,10,0,D,kha
7738,Dai hoc,3,Tu van ban hang,9.45,9,3,A,Trung binh
7739,Tien si,2,Ky su R&D,25.2,24,7,A,Khong xep loai
7740,Cao dang,0,BA,24.15,23,0,C,Gioi
7741,Dai hoc,1,BA,4.2,4,0,D,Xuat sac
7742,Cao dang,3,Lap trinh vien,9.45,9,6,C,kha
7743,Khong bang cap,0,PM,15.75,15,1,B,Khong xep loai
7744,Dai hoc,0,PM,18.9,18,8,A,Gioi
7745,Cao dang,9,BA,25.2,24,3,B,kha
7746,Dai hoc,0,Lap trinh vien,25.2,24,1,B,kha
7747,Dai hoc,4,Tu van ban hang,9.45,9,5,A,Trung binh
7748,Dai hoc,3,Xu ly data,14.7,14,0,C,Gioi
7749,Dai hoc,0,Lap trinh vien,6.3,6,1,B,Gioi
7750,Cao dang,13,PM,16.8,16,1,B,Xuat sac
7751,Khong bang cap,1,Tu van ban hang,6.3,6,0,C,Khong xep loai
7752,Dai hoc,0,Lap trinh vien,9.45,9,0,A,kha
7753,Khong bang cap,3,Lap trinh vien,6.3,6,3,B,Khong xep loai
7754,Cao dang,3,Lap trinh vien,16.8,16,5,B,Trung binh
7755,Dai hoc,3,Lap trinh vien,7.875,7.5,3,C,Gioi
7756,Khong bang cap,3,Lap trinh vien,18.9,18,1,D,Khong xep loai
7757,Khong bang cap,2,BA,12.6,12,5,A,Khong xep loai
7758,Cao dang,6,Ky su R&D,4.2,4,2,B,Gioi
7759,Dai hoc,8,Lap trinh vien,9.45,9,4,A,Gioi
7760,Cao dang,2,Ky su R&D,29.925,28.5,12,D,Gioi
7761,Khong bang cap,2,Lap trinh vien,34.65,33,5,D,Khong xep loai
7762,Khong bang cap,1,Lap trinh vien,4.2,4,1,C,Khong xep loai
7763,Dai hoc,2,PM,40.95,39,4,B,kha
7764,Cao dang,8,Lap trinh vien,34.65,33,10,D,Trung binh
7765,Dai hoc,1,Lap trinh vien,11.55,11,10,C,Gioi
7766,Cao dang,11,Tu van ban hang,10.5,10,10,C,kha
7767,Cao dang,6,Tu van ban hang,13.65,13,2,C,Trung binh
7768,Cao dang,6,PM,29.925,28.5,6,D,Xuat sac
7769,Khong bang cap,4,PM,36.225,34.5,3,C,Khong xep loai
7770,Dai hoc,3,Lap trinh vien,5.25,5,7,C,kha
7771,Cao dang,4,Lap trinh vien,21,20,1,B,Trung binh
7772,Khong bang cap,12,Lap trinh vien,6.3,6,13,A,Khong xep loai
7773,Thac si,3,Ky su R&D,17.85,17,6,A,Xuat sac
7774,Cao dang,0,Lap trinh vien,12.6,12,1,B,kha
7775,Thac si,11,Lap trinh vien,22.05,21,3,A,Gioi
7776,Dai hoc,29,Ky su R&D,23.1,22,9,B,Gioi
7777,Khong bang cap,4,Lap trinh vien,18.9,18,4,D,Khong xep loai
7778,Thac si,7,BA,24.15,23,11,A,Xuat sac
7779,Cao dang,2,Lap trinh vien,22.05,21,1,B,kha
7780,Dai hoc,0,Tu van ban hang,11.55,11,1,C,Gioi
7781,Cao dang,2,Tu van ban hang,6.3,6,6,B,Gioi
7782,Cao dang,8,Tu van ban hang,5.25,5,11,D,kha
7783,Cao dang,6,Tu van ban hang,14.7,14,1,A,kha
7784,Cao dang,22,Lap trinh vien,14.7,14,2,A,kha
7785,Cao dang,7,BA,19.95,19,6,B,Gioi
7786,Cao dang,0,PM,28.35,27,0,B,kha
7787,Cao dang,12,Lap trinh vien,13.65,13,0,C,Trung binh
7788,Cao dang,1,Lap trinh vien,18.9,18,3,C,Xuat sac
7789,Dai hoc,3,Lap trinh vien,21,20,9,C,Trung binh
7790,Khong bang cap,0,Ke toan,4.2,4,2,A,Khong xep loai
7791,Thac si,14,Xu ly data,15.75,15,5,A,Xuat sac
7792,Khong bang cap,0,BA,11.55,11,1,D,Khong xep loai
7793,Dai hoc,4,Lap trinh vien,21,20,7,C,kha
7794,Dai hoc,0,Lap trinh vien,16.8,16,1,C,Trung binh
7795,Cao dang,6,Tu van ban hang,14.7,14,2,C,Gioi
7796,Dai hoc,1,Lap trinh vien,13.65,13,8,A,kha
7797,Dai hoc,12,Xu ly data,11.55,11,3,B,Gioi
7798,Thac si,3,Lap trinh vien,25.2,24,1,A,Trung binh
7799,Khong bang cap,0,Lap trinh vien,14.7,14,1,A,Khong xep loai
7800,Dai hoc,13,Ke toan,14.7,14,4,B,kha
7801,Cao dang,3,Ky su R&D,17.85,17,11,B,Xuat sac
7802,Dai hoc,0,Lap trinh vien,16.8,16,4,A,Xuat sac
7803,Cao dang,9,Ke toan,10.5,10,2,D,Xuat sac
7804,Cao dang,1,Lap trinh vien,11.025,10.5,1,B,Trung binh
7805,Cao dang,4,Tester,11.55,11,0,D,Gioi
7806,Cao dang,1,Tu van ban hang,14.7,14,2,A,Gioi
7807,Dai hoc,7,BA,10.5,10,5,B,Gioi
7808,Cao dang,0,Tu van ban hang,9.45,9,0,B,Trung binh
7809,Cao dang,6,PM,14.175,13.5,2,C,Xuat sac
7810,Dai hoc,4,Tester,8.4,8,3,C,Trung binh
7811,Dai hoc,0,Lap trinh vien,13.65,13,1,A,Trung binh
7812,Cao dang,10,Ke toan,13.65,13,2,B,Gioi
7813,Dai hoc,6,Ke toan,12.6,12,13,D,Trung binh
7814,Cao dang,8,Tu van ban hang,13.65,13,2,C,Xuat sac
7815,Khong bang cap,2,Lap trinh vien,22.05,21,4,D,Khong xep loai
7816,Dai hoc,3,PM,16.8,16,5,C,Trung binh
7817,Dai hoc,3,Lap trinh vien,15.75,15,1,D,Trung binh
7818,Thac si,4,PM,17.85,17,4,B,Trung binh
7819,Cao dang,2,Lap trinh vien,13.65,13,1,A,Trung binh
7820,Cao dang,5,Lap trinh vien,23.1,22,4,D,Xuat sac
7821,Cao dang,8,BA,18.9,18,5,B,kha
7822,Khong bang cap,2,Lap trinh vien,8.4,8,0,A,Khong xep loai
7823,Khong bang cap,0,Tu van ban hang,14.175,13.5,1,B,Khong xep loai
7824,Cao dang,1,BA,24.15,23,7,A,Xuat sac
7825,Cao dang,2,Lap trinh vien,15.75,15,3,C,Xuat sac
7826,Dai hoc,0,PM,9.45,9,1,B,Trung binh
7827,Cao dang,0,PM,21,20,0,C,kha
7828,Cao dang,0,Lap trinh vien,12.6,12,1,B,Trung binh
7829,Cao dang,5,Lap trinh vien,10.5,10,5,B,Xuat sac
7830,Khong bang cap,0,Lap trinh vien,10.5,10,1,D,Khong xep loai
7831,Dai hoc,0,Ky su R&D,8.4,8,1,D,kha
7832,Thac si,0,PM,19.95,19,1,A,Xuat sac
7833,Cao dang,1,Tester,7.35,7,1,C,Xuat sac
7834,Cao dang,4,Lap trinh vien,14.7,14,0,D,Trung binh
7835,Cao dang,0,BA,17.325,16.5,0,B,kha
7836,Cao dang,6,BA,21,20,0,C,Xuat sac
7837,Dai hoc,19,Lap trinh vien,4.2,4,12,A,Trung binh
7838,Cao dang,5,Xu ly data,13.65,13,9,D,Trung binh
7839,Dai hoc,4,Lap trinh vien,17.85,17,0,B,kha
7840,Khong bang cap,0,Xu ly data,13.65,13,1,C,Khong xep loai
7841,Cao dang,8,Lap trinh vien,8.4,8,4,D,kha
7842,Cao dang,14,BA,19.95,19,11,A,Xuat sac
7843,Dai hoc,3,Tu van ban hang,11.025,10.5,5,C,kha
7844,Dai hoc,17,Lap trinh vien,6.3,6,10,C,Gioi
7845,Dai hoc,4,Ky su R&D,11.55,11,3,C,kha
7846,Dai hoc,2,Ky su R&D,24.15,23,4,B,Xuat sac
7847,Cao dang,5,Lap trinh vien,9.45,9,2,C,Xuat sac
7848,Thac si,0,Lap trinh vien,33.075,31.5,2,A,Gioi
7849,Dai hoc,10,Lap trinh vien,4.2,4,2,D,Gioi
7850,Dai hoc,3,PM,29.4,28,4,D,Xuat sac
7851,Dai hoc,0,BA,12.6,12,2,B,Xuat sac
7852,Cao dang,0,Tester,13.65,13,1,C,Gioi
7853,Cao dang,16,Tu van ban hang,11.55,11,8,A,Trung binh
7854,Dai hoc,7,Lap trinh vien,12.6,12,1,B,Xuat sac
7855,Dai hoc,0,Lap trinh vien,18.9,18,1,B,Gioi
7856,Cao dang,9,Tester,5.25,5,13,B,Gioi
7857,Cao dang,2,PM,19.95,19,1,A,Gioi
7858,Thac si,2,Tu van ban hang,15.75,15,4,A,kha
7859,Cao dang,1,Ky su R&D,12.6,12,3,C,Trung binh
7860,Dai hoc,0,Lap trinh vien,15.75,15,1,C,kha
7861,Dai hoc,13,BA,15.75,15,14,C,Xuat sac
7862,Cao dang,6,Lap trinh vien,4.2,4,1,D,Gioi
7863,Khong bang cap,2,Lap trinh vien,24.15,23,7,B,Khong xep loai
7864,Cao dang,21,Lap trinh vien,8.4,8,2,A,kha
7865,Dai hoc,0,BA,5.25,5,1,D,Gioi
7866,Dai hoc,5,Lap trinh vien,11.55,11,0,B,Gioi
7867,Cao dang,4,Ky su R&D,10.5,10,3,B,Gioi
7868,Cao dang,0,PM,14.7,14,0,A,Trung binh
7869,Cao dang,8,Lap trinh vien,7.35,7,3,A,Gioi
7870,Cao dang,5,Tu van ban hang,13.65,13,4,B,Gioi
7871,Dai hoc,3,Lap trinh vien,23.1,22,5,C,Trung binh
7872,Dai hoc,1,Lap trinh vien,10.5,10,2,C,Xuat sac
7873,Cao dang,5,Ky su R&D,4.2,4,13,A,Gioi
7874,Cao dang,0,Lap trinh vien,16.8,16,0,B,Gioi
7875,Khong bang cap,5,Lap trinh vien,9.45,9,3,C,Khong xep loai
7876,Cao dang,5,Lap trinh vien,9.45,9,0,B,Gioi
7877,Cao dang,0,Lap trinh vien,15.75,15,0,A,Trung binh
7878,Khong bang cap,10,Lap trinh vien,18.9,18,2,C,Khong xep loai
7879,Cao dang,6,BA,18.9,18,7,C,Trung binh
7880,Dai hoc,0,Lap trinh vien,15.75,15,4,D,Trung binh
7881,Cao dang,1,Lap trinh vien,21,20,0,D,Trung binh
7882,Dai hoc,0,Lap trinh vien,22.05,21,1,D,Gioi
7883,Tien si,7,Ky su R&D,22.05,21,10,A,Khong xep loai
7884,Dai hoc,6,Lap trinh vien,8.4,8,7,B,Gioi
7885,Cao dang,2,Tester,7.875,7.5,0,D,kha
7886,Cao dang,4,Lap trinh vien,25.2,24,6,B,Gioi
7887,Cao dang,2,Lap trinh vien,25.2,24,8,B,Xuat sac
7888,Cao dang,3,Tu van ban hang,4.2,4,1,A,kha
7889,Dai hoc,4,Ky su R&D,8.4,8,2,C,Xuat sac
7890,Dai hoc,17,Lap trinh vien,22.05,21,10,C,Gioi
7891,Cao dang,12,Lap trinh vien,46.2,44,6,A,Trung binh
7892,Dai hoc,1,Tu van ban hang,9.45,9,0,C,Gioi
7893,Cao dang,5,Ky su R&D,11.55,11,4,A,Gioi
7894,Cao dang,0,Lap trinh vien,13.65,13,0,B,kha
7895,Dai hoc,1,Ky su R&D,15.75,15,2,C,Trung binh
7896,Dai hoc,0,Xu ly data,14.7,14,3,A,Trung binh
7897,Cao dang,0,BA,29.925,28.5,1,A,kha
7898,Tien si,6,Ky su R&D,21,20,3,A,Khong xep loai
7899,Cao dang,0,Lap trinh vien,25.2,24,1,A,kha
7900,Dai hoc,7,Tu van ban hang,6.3,6,3,B,Xuat sac
7901,Dai hoc,5,Lap trinh vien,14.7,14,3,C,Gioi
7902,Thac si,0,Tester,15.75,15,1,A,Trung binh
7903,Cao dang,0,Ky su R&D,13.65,13,1,C,Trung binh
7904,Khong bang cap,0,Lap trinh vien,7.35,7,0,D,Khong xep loai
7905,Dai hoc,7,Lap trinh vien,8.4,8,1,C,Xuat sac
7906,Dai hoc,0,BA,16.8,16,1,A,kha
7907,Dai hoc,0,Ky su R&D,8.4,8,1,B,Trung binh
7908,Dai hoc,0,Xu ly data,6.3,6,1,B,kha
7909,Khong bang cap,13,Lap trinh vien,12.6,12,6,C,Khong xep loai
7910,Khong bang cap,2,Lap trinh vien,21,20,2,B,Khong xep loai
7911,Cao dang,0,Lap trinh vien,21,20,1,B,Gioi
7912,Cao dang,0,Lap trinh vien,10.5,10,3,C,Xuat sac
7913,Dai hoc,0,Lap trinh vien,34.65,33,1,C,Xuat sac
7914,Khong bang cap,1,Tu van ban hang,14.7,14,4,B,Khong xep loai
7915,Dai hoc,12,Lap trinh vien,25.2,24,0,A,Gioi
7916,Cao dang,4,Tu van ban hang,7.875,7.5,2,C,Gioi
7917,Dai hoc,1,Lap trinh vien,22.05,21,4,D,Trung binh
7918,Cao dang,3,Lap trinh vien,13.65,13,6,C,Gioi
7919,Khong bang cap,0,Lap trinh vien,5.25,5,1,C,Khong xep loai
7920,Dai hoc,4,Tu van ban hang,6.3,6,1,B,kha
7921,Cao dang,0,Lap trinh vien,23.625,22.5,3,B,Trung binh
